City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Nabire,ID,-3.3667,135.4833,74.43,89,25,3.53,scattered clouds
346,Leshukonskoye,RU,64.8989,45.7622,54.75,83,87,5.77,overcast clouds
347,Grand-Santi,GF,4.25,-54.3833,78.62,95,94,3.31,overcast clouds
348,Tazovskiy,RU,67.4667,78.7,37.65,71,100,9.13,overcast clouds
349,Korla,CN,41.7597,86.1469,79.34,12,100,2.64,overcast clouds
350,Hualmay,PE,-11.0964,-77.6139,68.23,76,40,8.77,scattered clouds
351,Aripuana,BR,-9.1667,-60.6333,86.09,55,89,2.55,overcast clouds
352,Lebyazhye,RU,55.2689,66.4947,55.8,67,100,7.54,overcast clouds
353,Ginda,IN,30.6945,78.4932,67.1,30,0,6.87,clear sky
354,Lyubinskiy,RU,55.1542,72.6925,56.88,56,100,6.42,overcast clouds
355,Ma-Ao,PH,10.4923,122.992,76.48,90,57,3.47,broken clouds
356,Rayevskiy,RU,54.0658,54.9468,55.71,97,100,4.61,moderate rain
357,Salta,AR,-24.7859,-65.4117,68.58,47,6,7.0,clear sky
358,Belyy Yar,RU,53.6039,91.3903,40.89,68,0,0.0,clear sky
359,Lakes Entrance,AU,-37.8811,147.981,38.16,75,46,14.29,scattered clouds
360,Arman,RU,59.7,150.1667,52.02,85,100,8.05,light rain
361,Kalabo,ZM,-14.97,22.6814,59.52,47,100,7.31,overcast clouds
362,Port Hedland,AU,-20.3167,118.5667,60.85,67,5,5.75,clear sky
363,Nueva Imperial,CL,-38.7333,-72.95,54.25,78,100,5.99,light rain
364,Saint-Georges,GD,12.0564,-61.7485,85.68,74,20,17.27,few clouds
365,Coahuayana,MX,18.7333,-103.6833,87.22,58,81,7.02,broken clouds
366,Galle,LK,6.0367,80.217,78.48,87,100,9.98,overcast clouds
367,College,US,64.8569,-147.8028,70.47,32,20,5.75,few clouds
368,Tondano,ID,1.3038,124.9112,66.29,95,100,1.61,overcast clouds
369,Samarai,PG,-10.6167,150.6667,80.37,80,27,10.94,scattered clouds
370,Shengjin,AL,41.8136,19.5939,77.04,73,0,5.88,clear sky
371,Maunabo,PR,18.0072,-65.8993,92.28,76,98,13.04,overcast clouds
372,Kenai,US,60.5544,-151.2583,54.09,87,100,10.36,overcast clouds
373,Boshnyakovo,RU,49.6333,142.1667,43.95,80,28,3.78,scattered clouds
374,Victor Harbor,AU,-35.5667,138.6167,51.67,76,100,19.69,light rain
375,Labuhan,ID,-6.8844,112.2051,77.74,88,100,5.97,overcast clouds
376,Poya,NC,-21.35,165.15,69.58,83,100,4.18,overcast clouds
377,Nara,JP,34.6851,135.8049,63.91,79,82,7.23,broken clouds
378,Waipawa,NZ,-41.4122,175.5153,46.96,89,27,5.61,scattered clouds
379,Enid,US,36.3956,-97.8784,86.31,63,75,5.75,broken clouds
380,Deputatskiy,RU,69.3,139.9,47.41,47,10,5.39,clear sky
381,Ouahigouya,BF,13.5828,-2.4216,95.27,21,100,19.3,overcast clouds
382,Winnemucca,US,40.973,-117.7357,69.85,28,20,0.0,few clouds
383,Marsabit,KE,2.3284,37.9899,67.08,63,100,22.03,overcast clouds
384,Raga,SS,8.4596,25.678,74.03,77,100,5.77,overcast clouds
385,Ermoupolis,GR,37.4423,24.9425,80.17,61,20,14.97,few clouds
386,Vanimo,PG,-2.6741,141.3028,76.68,88,87,3.69,heavy intensity rain
387,Bandundu,CD,-3.3167,17.3667,79.75,49,49,4.68,scattered clouds
388,Aberdeen,GB,57.1437,-2.0981,57.65,62,61,11.5,broken clouds
389,Porosozero,RU,62.7191,32.727,48.7,57,7,4.85,clear sky
390,Tarusa,RU,54.7233,37.1767,57.47,78,65,6.6,broken clouds
391,Kikwit,CD,-5.041,18.8162,75.16,46,99,3.4,overcast clouds
392,Byron Bay,AU,-28.65,153.6167,52.52,63,100,8.86,overcast clouds
393,Yar-Sale,RU,66.8333,70.8333,42.82,62,49,11.63,scattered clouds
394,Kalmunai,LK,7.4167,81.8167,78.22,84,100,9.82,overcast clouds
395,Port Moresby,PG,-9.4431,147.1797,74.89,90,98,4.83,overcast clouds
396,Mujiayingzi,CN,42.1167,118.7833,47.75,79,28,5.32,scattered clouds
397,Atambua,ID,-9.1061,124.8925,71.85,90,23,4.27,few clouds
398,Geraldton,AU,-28.7667,114.6,57.61,47,0,19.57,clear sky
399,Canyon Lake,US,29.8752,-98.2625,99.99,43,5,5.01,clear sky
400,Annaberg-Buchholz,DE,50.5795,13.0063,63.88,71,77,1.01,broken clouds
401,Baturite,BR,-4.3286,-38.8847,79.57,78,42,5.64,scattered clouds
402,Skjervoy,NO,70.0311,20.9714,57.2,60,100,0.49,overcast clouds
403,Meulaboh,ID,4.1363,96.1285,74.77,89,100,5.01,overcast clouds
404,Teacapan,MX,22.55,-105.75,83.84,59,5,10.33,clear sky
405,De-Kastri,RU,51.4667,140.7833,47.26,69,80,4.36,broken clouds
406,Iwanai,JP,42.9744,140.5089,46.38,85,100,4.16,overcast clouds
407,Miles City,US,46.4083,-105.8406,58.17,88,100,11.5,overcast clouds
408,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,14,9.8,few clouds
409,Aklavik,CA,68.2191,-135.0107,45.01,53,33,7.38,scattered clouds
410,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,scattered clouds
411,Mahibadhoo,MV,3.7833,72.9667,82.24,76,98,9.78,overcast clouds
412,Pemba,MZ,-12.974,40.5178,75.31,79,1,15.01,light rain
413,Erenhot,CN,43.6475,111.9767,59.85,35,5,10.92,clear sky
414,Vodnyy,RU,63.5046,53.4095,53.8,70,18,5.08,few clouds
415,Nadvoitsy,RU,63.8667,34.3167,49.1,70,45,4.25,scattered clouds
416,Mustasaari,FI,63.1142,21.6822,55.35,47,0,8.05,clear sky
417,Rio Gallegos,AR,-51.6226,-69.2181,42.8,54,20,16.69,few clouds
418,Ekibastuz,KZ,51.6667,75.3667,59.07,42,58,10.29,broken clouds
419,Tubmanburg,LR,6.8708,-10.8172,76.41,92,97,4.9,light rain
420,Alofi,NU,-19.0595,-169.9187,71.49,94,75,1.14,broken clouds
421,Oyama,JP,36.3,139.8,63.59,93,100,6.15,overcast clouds
422,Changying,CN,52.8733,123.3213,52.57,59,17,2.28,few clouds
423,Kualakapuas,ID,-3.0091,114.3876,73.94,96,13,1.57,few clouds
424,Banda Aceh,ID,5.5577,95.3222,80.06,79,96,9.13,overcast clouds
425,Salaga,GH,8.5508,-0.5188,78.84,72,92,6.02,overcast clouds
426,Mount Isa,AU,-20.7333,139.5,58.77,55,0,10.36,clear sky
427,Rochegda,RU,62.8,43.25,46.74,97,100,4.65,overcast clouds
428,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,93,72,10.94,broken clouds
429,Shenjiamen,CN,29.9576,122.298,68.22,94,100,13.53,overcast clouds
430,Port Lincoln,AU,-34.7333,135.8667,55.47,75,99,16.89,overcast clouds
431,Marsa Matruh,EG,31.3525,27.2453,75.07,70,0,9.84,clear sky
432,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,91.18,25,0,3.98,clear sky
433,Mortka,RU,59.3322,66.0214,48.9,59,44,8.55,scattered clouds
434,Shingu,JP,33.7333,135.9833,63.99,91,17,6.13,few clouds
435,Santa Rosalia,MX,27.3167,-112.2833,84.92,45,0,7.63,clear sky
436,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.08,69,5,18.43,clear sky
437,Pelym,RU,61.0108,61.9978,48.58,60,13,5.5,few clouds
438,Kanigoro,ID,-8.13,112.219,72.95,95,100,2.08,overcast clouds
439,Seddon,AU,-37.8068,144.8916,48.74,81,100,4.0,overcast clouds
440,Watsa,CD,3.0372,29.5355,63.97,93,43,2.53,light rain
441,Te Anau,NZ,-45.4167,167.7167,49.42,81,100,7.02,light rain
442,Tres Passos,BR,-27.4556,-53.9319,62.17,97,100,4.7,light rain
443,Kortkeros,RU,61.8106,51.5806,55.4,89,100,1.61,light rain
444,Tahta,EG,26.7693,31.5021,91.36,19,0,8.21,clear sky
445,Voi,KE,-3.3945,38.563,68.56,80,99,8.14,overcast clouds
446,Acari,PE,-15.4311,-74.6158,77.85,53,86,7.87,overcast clouds
447,Santa Cruz,BO,-17.8,-63.1667,85.46,58,75,13.8,broken clouds
448,Kopayhorod,UA,48.8592,27.7969,59.52,75,45,6.17,scattered clouds
449,Concarneau,FR,47.875,-3.9225,61.59,91,20,11.5,few clouds
450,Neyvo-Shaytanskiy,RU,57.7286,61.2496,49.68,94,100,5.01,overcast clouds
451,Bom Sucesso,BR,-21.0331,-44.7581,72.68,43,24,5.37,few clouds
452,Vanavara,RU,60.34,102.2797,50.59,85,100,5.5,moderate rain
453,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,9.22,overcast clouds
454,Bandarbeyla,SO,9.4942,50.8122,81.61,72,100,23.06,overcast clouds
455,Faya,SA,18.3851,42.4509,68.52,30,4,0.43,clear sky
456,Barabai,ID,-2.5833,115.3833,72.41,98,51,1.66,broken clouds
457,Morondava,MG,-20.2833,44.2833,72.86,76,6,8.32,clear sky
458,Madras,IN,13.0878,80.2785,85.98,78,40,9.22,mist
459,Naqadeh,IR,36.9553,45.388,69.57,41,99,4.81,overcast clouds
460,Ferme-Neuve,CA,46.7001,-75.4493,70.79,37,100,5.66,overcast clouds
461,Boissevain,CA,49.2306,-100.0559,64.9,52,25,12.21,scattered clouds
462,Poum,NC,-20.2333,164.0167,75.74,75,90,10.6,overcast clouds
463,Ixtapa,MX,20.7,-105.2,83.43,65,0,9.22,clear sky
464,Bontang,ID,0.1333,117.5,78.35,83,60,2.28,broken clouds
465,Libreville,GA,0.3925,9.4537,76.75,85,100,9.89,light rain
466,Mount Gambier,AU,-37.8333,140.7667,47.46,82,96,12.01,light rain
467,Anadyr,RU,64.75,177.4833,41.49,100,100,2.64,overcast clouds
468,Puerto Colombia,CO,10.9878,-74.9547,86.09,71,45,6.73,scattered clouds
469,Minna,NG,9.6139,6.5569,77.43,66,7,0.98,light rain
470,Kihei,US,20.785,-156.4656,84.22,70,0,17.27,clear sky
471,Maceio,BR,-9.6658,-35.7353,78.24,73,75,11.5,broken clouds
472,Sigli,ID,5.3848,95.9609,77.27,79,92,5.46,overcast clouds
473,Wajir,KE,1.7471,40.0573,78.87,58,100,26.22,overcast clouds
474,Yeniseysk,RU,58.4497,92.1703,43.59,99,100,6.53,moderate rain
475,Dodola,ET,6.9833,39.1833,55.78,81,100,3.11,overcast clouds
476,Kruisfontein,ZA,-34.0033,24.7314,57.65,55,0,1.43,clear sky
477,Emerald,AU,-23.5333,148.1667,53.35,93,16,7.94,few clouds
478,Yerbogachen,RU,61.2767,108.0108,47.46,70,46,6.04,scattered clouds
479,Ambon,ID,-3.6954,128.1814,75.34,94,40,2.3,scattered clouds
480,Guangshui,CN,31.6199,113.9978,74.21,57,100,4.94,overcast clouds
481,Hohhot,CN,40.8106,111.6522,59.43,37,80,7.07,broken clouds
482,Acapulco,MX,16.8634,-99.8901,87.62,66,40,10.36,scattered clouds
483,Same,TZ,-4.0667,37.7333,62.35,91,84,3.15,broken clouds
484,Jiangyan,CN,32.5061,120.1428,67.77,67,100,11.65,overcast clouds
485,Putina,PE,-15.4667,-69.4333,50.25,50,39,8.81,scattered clouds
486,Tual,ID,-5.6667,132.75,82.35,74,100,6.26,overcast clouds
487,Cardston,CA,49.2,-113.3019,61.16,43,100,11.01,overcast clouds
488,Sunyani,GH,7.3399,-2.3268,71.89,94,100,5.46,overcast clouds
489,Tezu,IN,27.9167,96.1667,76.53,79,100,2.89,overcast clouds
490,Mount Pleasant,US,32.7941,-79.8626,84.31,68,0,14.97,clear sky
491,Saint Anthony,US,45.0205,-93.218,76.84,50,20,5.75,few clouds
492,Rawah,IQ,34.4816,41.9093,87.98,12,3,9.1,clear sky
493,Goma,CD,-1.6792,29.2228,62.53,84,58,3.11,broken clouds
494,Grand Gaube,MU,-20.0064,57.6608,71.38,74,3,3.0,clear sky
495,Sambava,MG,-14.2667,50.1667,71.42,87,100,12.73,light rain
496,Mocoa,CO,1.1493,-76.6466,81.45,74,75,3.15,broken clouds
497,Payson,US,40.0444,-111.7321,76.41,45,40,8.05,scattered clouds
498,Fredericksburg,US,38.3032,-77.4605,84.61,37,0,8.05,clear sky
499,Asifabad,IN,19.3667,79.2833,91.08,36,20,14.67,few clouds
500,Kamenka,RU,51.3223,42.7678,55.33,85,0,9.8,clear sky
501,Rio Grande,BR,-32.035,-52.0986,62.71,89,100,9.62,light rain
502,Omsukchan,RU,62.5333,155.8,47.14,54,0,8.57,clear sky
503,Eydhafushi,MV,5.1033,73.0708,82.56,76,100,12.28,overcast clouds
504,Volterra,IT,43.4003,10.86,72.7,73,44,3.69,scattered clouds
505,Jemnice,CZ,49.019,15.5699,66.72,78,6,1.83,clear sky
506,Camana,PE,-16.6228,-72.7111,68.58,74,78,11.72,broken clouds
507,Dali,CN,25.7,100.1833,62.76,97,100,3.49,overcast clouds
508,Mogadishu,SO,2.0371,45.3438,79.23,85,90,21.18,overcast clouds
509,Road Town,VG,18.4167,-64.6167,86.09,70,40,10.36,scattered clouds
510,Abatskoye,RU,56.2875,70.4555,49.78,84,21,6.91,few clouds
511,Nassau,US,40.7507,-73.5829,84.33,41,0,11.5,clear sky
512,Tecoanapa,MX,16.5167,-98.75,85.46,68,100,10.36,overcast clouds
513,Samana,DO,19.2056,-69.3369,93.42,70,40,9.22,scattered clouds
514,Omboue,GA,-1.5746,9.2618,75.79,84,96,6.42,overcast clouds
515,Tawau,MY,4.2498,117.8871,77.79,82,99,2.19,overcast clouds
516,Yatou,CN,37.15,122.3833,57.54,92,9,8.97,clear sky
517,Zhigansk,RU,66.7697,123.3711,57.0,79,85,6.31,overcast clouds
518,Plettenberg Bay,ZA,-34.0527,23.3716,64.76,46,1,3.65,clear sky
519,Hemnesberget,NO,66.2333,13.6333,48.58,84,100,10.51,overcast clouds
520,Ardahan,TR,41.1087,42.7022,52.86,64,71,1.14,broken clouds
521,Verkhnetulomskiy,RU,68.6073,31.7962,48.33,69,40,0.69,scattered clouds
522,Luanda,AO,-8.8368,13.2343,75.2,88,20,6.91,few clouds
523,Igarka,RU,67.4667,86.5833,36.43,52,100,3.2,overcast clouds
524,Saquarema,BR,-22.92,-42.5103,77.04,63,39,3.74,scattered clouds
525,Billings,US,45.7833,-108.5007,68.67,56,75,23.02,broken clouds
526,Richards Bay,ZA,-28.783,32.0377,62.58,78,1,7.0,clear sky
527,Sri Aman,MY,1.2376,111.4621,72.64,99,62,1.32,broken clouds
528,Chulman,RU,56.8479,124.9104,52.75,71,41,1.81,scattered clouds
529,Qunduz,AF,36.729,68.857,81.48,19,0,3.09,clear sky
530,Anda,CN,46.4,125.3167,52.52,89,100,8.75,overcast clouds
531,Kirakira,SB,-10.4544,161.9205,78.91,83,19,8.61,few clouds
532,Tall Kayf,TR,37.0833,41.0667,77.34,27,1,6.26,clear sky
533,Humberto De Campos,BR,-2.5983,-43.4611,80.53,85,17,3.38,few clouds
534,Kristiinankaupunki,FI,62.2743,21.376,49.48,68,6,7.63,clear sky
535,Husavik,IS,66.0449,-17.3389,46.13,61,86,7.31,overcast clouds
536,Irbil,IQ,36.1926,44.0106,89.42,14,9,4.61,clear sky
537,Itacarambi,BR,-15.1022,-44.0919,82.98,21,13,4.85,few clouds
538,Marfino,RU,55.7028,37.3822,60.71,67,20,8.95,few clouds
539,Coruripe,BR,-10.1256,-36.1756,76.62,74,51,12.5,broken clouds
540,Honiara,SB,-9.4333,159.95,75.2,86,7,6.58,clear sky
541,Surt,LY,31.2089,16.5887,77.88,64,0,5.41,clear sky
542,Wagar,SD,16.1525,36.2032,98.08,22,23,8.84,few clouds
543,Moron,AR,-34.6534,-58.6198,66.02,81,0,2.26,clear sky
544,La Rioja,ES,42.25,-2.5,73.18,72,40,5.14,scattered clouds
545,Am Timan,TD,11.0297,20.2827,93.27,23,5,3.89,clear sky
546,Asau,RO,46.4333,26.4,61.72,92,51,2.68,broken clouds
547,Siguiri,GN,11.6667,-9.5,94.33,25,78,4.81,broken clouds
548,Wanning,CN,18.8003,110.3967,80.92,88,100,8.55,heavy intensity rain
549,Sabla,NG,12.7525,4.7077,83.86,46,42,4.34,scattered clouds
550,Gamba,GA,-2.65,10.0,74.12,87,100,5.26,overcast clouds
551,Vetapalem,IN,15.7833,80.3167,87.19,55,100,15.14,overcast clouds
552,Vicosa,BR,-20.7539,-42.8819,74.19,48,69,7.11,broken clouds
553,Vostok,RU,46.4856,135.8833,39.58,54,4,3.67,clear sky
554,Tabou,CI,4.423,-7.3528,75.85,91,100,9.6,moderate rain
555,Chegdomyn,RU,51.1167,133.0167,48.43,71,0,2.86,clear sky
556,Katherine,AU,-14.4667,132.2667,71.92,73,83,6.91,broken clouds
557,Edd,ER,13.9297,41.6925,86.7,69,100,2.86,overcast clouds
558,Tessalit,ML,20.1986,1.0114,96.85,13,6,9.4,clear sky
559,Alta Gracia,AR,-31.6529,-64.4283,69.53,35,0,5.88,clear sky
560,Zomba,MW,-15.386,35.3188,57.24,92,87,5.01,overcast clouds
561,Capitao Poco,BR,-1.7464,-47.0594,78.42,92,100,4.83,light rain
562,Inta,RU,66.0317,60.1659,54.05,50,100,5.48,overcast clouds
563,Kedrovoye,RU,57.1576,60.5698,53.04,94,100,4.94,overcast clouds
564,Metu,ET,8.3,35.5833,57.74,97,100,3.09,overcast clouds
565,Tarrafal,CV,15.2833,-23.7667,79.59,85,6,15.95,clear sky
566,Gold Coast,AU,-28.0,153.4333,55.0,87,100,0.0,overcast clouds
567,Mulchen,CL,-37.7167,-72.2333,53.46,87,100,6.33,overcast clouds
568,Abu Samrah,SY,35.3029,37.1841,72.81,47,0,10.49,clear sky
569,Evensk,RU,61.95,159.2333,51.82,70,61,3.22,broken clouds
570,Cairns,AU,-16.9167,145.7667,75.07,97,75,9.22,broken clouds
571,Coari,BR,-4.085,-63.1414,82.96,79,57,3.0,broken clouds
572,Camacha,PT,33.0833,-16.3333,67.42,73,20,12.66,few clouds
573,Severodvinsk,RU,64.5635,39.8302,48.31,89,51,9.01,broken clouds
574,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,81.91,74,100,1.19,overcast clouds
575,Palafrugell,ES,41.9174,3.1631,77.34,54,85,12.71,overcast clouds
576,Ahipara,NZ,-35.1667,173.1667,55.38,92,60,5.7,broken clouds
577,Coihaique,CL,-45.5752,-72.0662,44.55,57,75,5.75,broken clouds
578,Vestmanna,FO,62.1564,-7.1664,52.72,76,35,8.05,scattered clouds
579,Nizwa,OM,22.9333,57.5333,86.56,33,10,7.92,clear sky
580,Ilhabela,BR,-23.7781,-45.3581,71.74,76,99,4.27,overcast clouds
581,Tungor,RU,53.3808,142.9564,48.56,75,99,4.45,overcast clouds
582,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.55,84,80,15.79,broken clouds
583,Chimbote,PE,-9.0853,-78.5783,68.27,75,89,8.9,overcast clouds
584,Port-Gentil,GA,-0.7193,8.7815,76.96,88,40,9.22,scattered clouds
585,Diego De Almagro,CL,-26.3667,-70.05,73.49,23,0,9.04,clear sky
586,Fort Nelson,CA,58.8053,-122.7002,62.19,72,75,2.3,broken clouds
587,Kupang,ID,-10.1667,123.5833,77.56,87,83,8.75,broken clouds
588,Fort Myers Beach,US,26.452,-81.9481,95.05,64,0,12.66,clear sky
589,Fukumitsu,JP,36.55,136.8667,61.21,85,100,5.01,overcast clouds
590,Sechura,PE,-5.5569,-80.8222,75.88,58,66,10.67,broken clouds
591,Sur,OM,22.5667,59.5289,86.07,62,61,13.71,broken clouds
592,Genhe,CN,50.7833,121.5167,46.53,87,28,1.12,scattered clouds
593,Saint-Augustin,CA,51.226,-58.6502,59.07,40,67,8.41,broken clouds
594,Qaqortoq,GL,60.7167,-46.0333,42.04,86,100,4.63,overcast clouds
595,Staraya Russa,RU,57.9944,31.3608,51.87,64,5,3.56,clear sky
596,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,58,10,15.3,clear sky
597,Ambatolampy,MG,-19.3833,47.4167,54.05,96,100,5.77,light rain
598,Ouallam,NE,14.3188,2.0866,91.22,33,65,19.75,broken clouds
599,Zigong,CN,29.3416,104.7769,68.43,84,100,4.16,overcast clouds
600,Bowen,AU,-20.0167,148.2333,70.11,89,100,6.67,light rain
601,Nuuk,GL,64.1835,-51.7216,48.81,40,20,24.16,few clouds
602,Selaphum,TH,16.0299,103.9383,79.66,77,100,6.89,overcast clouds
603,Sulangan,PH,11.1373,123.7228,83.66,71,50,1.12,scattered clouds
604,Roma,US,43.2128,-75.4557,79.83,45,0,11.5,clear sky
605,Dubti,ET,11.7361,41.0853,99.19,17,94,9.33,overcast clouds
606,Changping,CN,40.2186,116.2197,56.84,45,0,1.45,clear sky
607,Kieta,PG,-6.2167,155.6333,79.16,84,94,5.61,moderate rain
608,Oriximina,BR,-1.7656,-55.8661,79.09,87,100,3.56,overcast clouds
609,Acajutla,SV,13.5928,-89.8275,80.51,82,100,10.96,overcast clouds
610,Shu,KZ,43.5983,73.7614,67.19,45,100,5.19,overcast clouds
611,Chihuahua,MX,28.5,-106.0,90.43,13,0,5.55,clear sky
612,Yelovo,RU,57.0538,54.9207,56.52,85,99,4.12,overcast clouds
613,Lawrenceburg,US,38.0373,-84.8966,86.0,55,75,13.8,broken clouds
614,Bonaventure,CA,48.0457,-65.4926,68.58,63,100,5.75,overcast clouds
615,Makakilo City,US,21.3469,-158.0858,81.01,61,0,3.44,clear sky
616,Fukuma,JP,33.7667,130.4667,66.29,85,74,10.6,broken clouds
617,Laela,TZ,-8.5667,32.05,58.01,78,31,7.92,scattered clouds
618,Arroyo,ES,41.6096,-4.7969,78.15,43,0,13.8,clear sky
619,Nikki,BJ,9.9401,3.2108,77.83,61,33,4.81,scattered clouds
620,Pundaguitan,PH,6.3711,126.1689,82.49,73,53,3.83,broken clouds
621,Ixchiguan,GT,15.2,-91.8833,62.38,80,96,3.0,overcast clouds
622,Bone,DE,51.9669,12.1396,66.97,62,2,3.13,clear sky
623,Mahur,IN,25.1667,93.1167,68.38,98,100,1.66,overcast clouds
624,Carballo,ES,43.213,-8.691,67.91,73,99,5.3,overcast clouds
625,Lluta,PE,-16.0147,-72.0142,58.39,38,43,9.57,scattered clouds
626,Nador,MA,35.174,-2.9287,80.67,68,0,4.61,clear sky
627,Beira,MZ,-19.8436,34.8389,71.69,78,75,18.41,light intensity drizzle
628,Matara,LK,5.9485,80.5353,76.71,92,100,9.06,overcast clouds
629,Oia,PT,40.5426,-8.5386,71.38,81,98,3.0,overcast clouds
630,Terney,RU,45.0503,136.6092,44.74,63,49,6.8,scattered clouds
631,Christchurch,NZ,-43.5333,172.6333,53.91,79,9,8.05,clear sky
632,Carauari,BR,-4.8828,-66.8958,82.44,82,64,4.12,broken clouds
633,Teixeira,BR,-7.2228,-37.2542,70.99,74,97,12.39,overcast clouds
634,Grindavik,IS,63.8424,-22.4338,53.55,87,75,16.11,broken clouds
635,Zima,RU,53.9202,102.0442,44.74,93,100,8.7,light rain
636,Tutoia,BR,-2.7619,-42.2744,79.61,85,36,1.25,light rain
637,Jiayuguan,CN,39.8167,98.3,64.94,17,0,8.16,clear sky
638,Napasar,IN,27.9667,73.55,93.07,18,3,15.08,clear sky
639,Dukat,RU,62.55,155.55,44.76,57,0,8.43,clear sky
640,Fasa,IR,28.9383,53.6482,76.24,19,0,4.61,clear sky
641,Tazmalt,DZ,36.3868,4.3989,83.34,50,100,5.7,overcast clouds
642,Thanh Hoa,VN,19.8,105.7667,78.85,91,100,2.21,light rain
643,Galesburg,US,40.9478,-90.3712,82.98,57,75,3.44,broken clouds
644,Harper,LR,4.375,-7.7169,75.97,91,100,9.26,moderate rain
645,Khandagayty,RU,50.7333,92.05,43.77,45,39,2.15,scattered clouds
646,Mitu,CO,1.1983,-70.1733,83.77,70,93,2.33,overcast clouds
647,Shipunovo,RU,52.1582,82.2173,46.72,63,99,3.94,overcast clouds
648,Boddam,GB,57.4667,-1.7833,55.78,83,17,14.43,few clouds
649,Tuatapere,NZ,-46.1333,167.6833,47.43,77,100,5.97,overcast clouds
650,Matamoros,MX,25.5333,-103.25,96.91,16,20,0.0,few clouds
651,Turukhansk,RU,65.8167,87.9833,35.37,57,15,2.24,few clouds
652,Coaldale,CA,49.7167,-112.6185,70.79,37,75,8.05,broken clouds
653,Tanout,NE,14.9709,8.8879,86.09,30,98,3.74,overcast clouds
654,Togur,RU,58.3631,82.8265,41.49,81,100,5.19,overcast clouds
655,Trinidad,BO,-14.8333,-64.9,87.78,55,40,13.8,scattered clouds
656,Mkushi,ZM,-13.6202,29.3939,58.21,65,86,9.64,overcast clouds
657,Jinchang,CN,38.4953,102.1739,69.67,31,100,8.1,overcast clouds
658,Santa Maria,BR,-29.6842,-53.8069,65.5,100,100,3.44,moderate rain
659,Ermelo,ZA,-26.5333,29.9833,44.83,79,0,2.75,clear sky
660,Wajima,JP,37.4,136.9,61.65,85,97,17.43,overcast clouds
661,Yazoo City,US,32.8551,-90.4056,88.7,51,96,9.26,overcast clouds
662,Jining,CN,35.405,116.5814,65.46,50,0,6.02,clear sky
663,Griffith,US,41.5284,-87.4237,76.3,91,100,4.61,overcast clouds
664,Simiti,CO,7.9579,-73.9436,90.07,60,48,3.56,scattered clouds
665,Astoria,US,46.1879,-123.8313,60.69,66,100,6.91,overcast clouds
666,Blackwater,AU,-23.5833,148.8833,56.8,74,4,4.5,clear sky
667,Ust-Ishim,RU,57.6935,71.1665,49.96,67,92,5.61,overcast clouds
